customer_id,first_name,last_name,date_of_birth,address,phone_number
54000755,Colston,Fortner,1971-05-24,1755William IV Arc,(732) 432-5732
54000756,Sewell,Pritchard,1971-03-18,1756Alfred Deakin Ave,(730) 230-8130
54000757,Reece,Smiley,1971-09-24,1757Andrew Fisher Bvd,(784) 684-4584
54000758,Cardinale,Story,1971-06-17,1758Ben Chifley Bypa,(613) 313-1413
54000759,Felice,Buckley,1971-09-20,1759Ben Chifley Cct,(244) 344-1644
54000760,Resnick,Rodrigues,1971-02-17,1760Billy Hughes Cds,(729) 229-5129
54000761,Cantwell,Segarra,1971-02-01,1761Bob Hawke Cl,(212) 212-9412
54000762,Madison,Trevino,1971-07-18,1762Chris Watson Cres,(554) 454-2554
54000763,Corn,Friday,1971-05-12,1763Edmund Barton Crn,(492) 392-7892
54000764,Caster,Mckinney,1971-07-10,1764Edward VII Dr,(266) 166-5866
54000765,Raven,Colwell,1971-10-09,1765George III Esp,(749) 249-3949
54000766,Tripp,Harbour,1971-02-20,1766George VI Gr,(308) 708-7108
54000767,Coley,Aitken,1971-11-02,1767Gough Whitlam Grn,(570) 270-1970
54000768,Severance,Miller,1971-04-07,1768John Curtin Hwy,(599) 499-5599
54000769,Mcclellan,Schilling,1971-06-25,1769John Howard Jnc,(673) 573-7473
54000770,Fay,Dowdy,1971-10-05,1770Joseph Lyons Lane,(569) 469-4369
54000771,Grindstaff,Brink,1971-10-09,1771Paul Keating Link,(293) 193-7693
54000772,Carnevale,Knutson,1971-07-02,1772Queen Elizabeth II Mews,(434) 634-4234
54000773,Medlin,Philpot,1971-02-21,1773Robert Menzies Pde,(561) 261-8561
54000774,Dabney,Nystrom,1971-03-02,1774Stanley Bruce Pl,(706) 606-6306
54000775,Thrash,Maupin,1971-05-20,1775Victoria Rd,(216) 316-3416
54000776,Jaworski,Winchester,1971-04-19,1776William IV Rdge,(491) 791-6691
54000777,Biles,Millican,1971-11-02,1777Alfred Deakin Sq,(450) 550-7850
54000778,Frith,Dean,1971-03-02,1778Andrew Fisher St,(538) 438-1938
54000779,Armour,Neville,1971-03-14,1779Ben Chifley Tce,(718) 618-5118
54000780,Cotter,Crane,1971-07-14,1780Ben Chifley Ally,(626) 226-4426
54000781,Gurney,Maurice,1971-02-01,1781Billy Hughes Arc,(788) 688-7588
54000782,Stephenson,Toscano,1971-10-25,1782Bob Hawke Ave,(473) 573-5473
54000783,Merz,Sartain,1971-02-24,1783Chris Watson Bvd,(200) 600-1000
54000784,Langford,Belle,1971-10-01,1784Edmund Barton Bypa,(305) 605-4705
54000785,Ludlow,Cairns,1971-09-16,1785Edward VII Cct,(292) 592-2892
54000786,Showers,Crenshaw,1971-09-20,1786George III Cds,(604) 204-1404
54000787,Gorrell,Deming,1971-11-02,1787George VI Cl,(738) 438-6938
54000788,Damon,Corbitt,1971-10-05,1788Gough Whitlam Cres,(533) 133-7933
54000789,Hillman,Mahan,1971-05-08,1789John Curtin Crn,(708) 108-7508
54000790,Moultrie,Zhou,1971-11-26,1790John Howard Dr,(738) 238-8738
54000791,Renner,Wehner,1971-04-15,1791Joseph Lyons Esp,(227) 227-8827
54000792,Sears,Batt,1971-06-13,1792Paul Keating Gr,(361) 561-7161
54000793,Frankel,Freer,1971-08-15,1793Queen Elizabeth II Grn,(219) 619-9419
54000794,Kopp,Feldman,1971-10-09,1794Robert Menzies Hwy,(605) 305-7405
54000795,Granger,Urbano,1971-12-23,1795Stanley Bruce Jnc,(499) 599-5499
54000796,Mcgaughey,Badillo,1971-12-03,1796Victoria Lane,(319) 719-7719
54000797,Ahumada,Bourque,1971-04-23,1797William IV Link,(263) 263-5863
54000798,Mendieta,Beene,1971-04-27,1798Alfred Deakin Mews,(731) 631-3331
54000799,Koski,Holl,1971-08-23,1799Andrew Fisher Pde,(759) 459-2159
54000800,Cruise,Shaw,1971-09-16,1800Ben Chifley Pl,(652) 452-5652
54000801,Aleman,Fredrick,1971-02-17,1801Ben Chifley Rd,(357) 257-1157
54000802,Irish,Glisson,1971-10-09,1802Billy Hughes Rdge,(329) 529-5929
54000803,Leeper,Paulsen,1971-05-04,1803Bob Hawke Sq,(744) 244-2144
54000804,Dyke,Fragoso,1971-12-11,1804Chris Watson St,(223) 223-1023
54000805,Chester,Lemire,1971-08-11,1805Edmund Barton Tce,(507) 307-7307
54000806,Cadet,Quevedo,1971-08-23,1806Edward VII Ally,(603) 403-4403
54000807,Tubbs,Ambrose,1971-06-21,1807George III Arc,(649) 149-1449
54000808,Mcmillion,Romine,1971-03-14,1808George VI Ave,(214) 114-4014
54000809,Bricker,Donato,1971-11-14,1809Gough Whitlam Bvd,(270) 170-5270
54000810,Huntsman,Furlong,1971-11-10,1810John Curtin Bypa,(714) 614-1514
54000811,Bove,Gillette,1971-12-07,1811John Howard Cct,(319) 219-4119
54000812,Pogue,Fugate,1971-05-12,1812Joseph Lyons Cds,(684) 784-3284
54000813,Blessing,Rives,1971-06-13,1813Paul Keating Cl,(349) 449-4149
54000814,Whiteside,Rutledge,1971-11-10,1814Queen Elizabeth II Cres,(618) 418-2618
54000815,Madsen,Bicknell,1971-04-15,1815Robert Menzies Crn,(395) 395-1195
54000816,Kellam,Griffen,1971-04-19,1816Stanley Bruce Dr,(659) 259-9259
54000817,Elder,Barwick,1971-03-22,1817Victoria Esp,(670) 570-7470
54000818,Mcgrady,Banda,1971-04-27,1818William IV Gr,(647) 547-5047
54000819,Hinckley,Hedgepeth,1971-04-11,1819Alfred Deakin Grn,(683) 783-8083
54000820,Barbieri,Greeson,1971-11-02,1820Andrew Fisher Hwy,(450) 550-4250
54000821,Denham,Corrigan,1971-07-10,1821Ben Chifley Jnc,(470) 670-4870
54000822,Joubert,Hartshorn,1971-02-16,1822Ben Chifley Lane,(404) 704-1804
54000823,Cornwell,Swett,1971-12-11,1823Billy Hughes Link,(319) 419-5919
54000824,Victor,Culley,1971-08-19,1824Bob Hawke Mews,(459) 259-6059
54000825,Deguzman,Hadley,1971-05-24,1825Chris Watson Pde,(564) 264-8564
54000826,Rao,Jakubowski,1971-12-19,1826Edmund Barton Pl,(391) 791-7191
54000827,Hafner,Loza,1971-11-02,1827Edward VII Rd,(558) 158-9158
54000828,Maples,Baker,1971-02-01,1828George III Rdge,(356) 156-5356
54000829,Absher,Hassan,1971-08-19,1829George VI Sq,(639) 539-1439
54000830,Thornburg,Watterson,1971-09-01,1830Gough Whitlam St,(292) 492-9492
54000831,Booth,Pasley,1971-10-25,1831John Curtin Tce,(233) 433-6433
54000832,Chaisson,Daves,1971-12-19,1832John Howard Ally,(631) 231-3231
54000833,Golding,Stites,1971-11-10,1833Joseph Lyons Arc,(702) 502-1502
54000834,Valdez,Snowden,1971-02-17,1834Paul Keating Ave,(549) 649-6149
54000835,Franco,Ornelas,1971-04-19,1835Queen Elizabeth II Bvd,(551) 651-4351
54000836,Boulware,Brittingham,1971-10-01,1836Robert Menzies Bypa,(329) 129-2329
54000837,Fredericks,Fry,1971-11-18,1837Stanley Bruce Cct,(222) 622-7622
54000838,Harbin,Silvers,1971-04-11,1838Victoria Cds,(371) 671-6571
54000839,Tracey,Lundy,1971-05-24,1839William IV Cl,(432) 432-5432
54000840,Mickelson,Welsh,1971-08-11,1840Alfred Deakin Cres,(339) 139-2939
54000841,Leak,Borders,1971-03-10,1841Andrew Fisher Crn,(382) 782-3582
54000842,Purser,Ambriz,1971-12-07,1842Ben Chifley Dr,(331) 331-6531
54000843,Baughman,Willett,1971-10-05,1843Ben Chifley Esp,(461) 161-8461
54000844,Yee,Whiteley,1971-09-16,1844Billy Hughes Gr,(280) 480-8280
54000845,Schell,Shoop,1971-11-06,1845Bob Hawke Grn,(750) 750-2150
54000846,Anglin,Haworth,1971-02-20,1846Chris Watson Hwy,(752) 652-2152
54000847,Munro,Lattimore,1971-09-08,1847Edmund Barton Jnc,(364) 164-1764
54000848,Mayle,Comstock,1971-02-01,1848Edward VII Lane,(716) 716-6316
54000849,Lindholm,Tompkins,1971-07-22,1849George III Link,(590) 290-5590
54000850,Goodell,Mejias,1971-05-12,1850George VI Mews,(720) 420-2720
54000851,Gu,Swinson,1971-11-10,1851Gough Whitlam Pde,(402) 502-9002
54000852,Arvizu,Wirtz,1971-10-09,1852John Curtin Pl,(341) 641-7741
54000853,Torrez,Alvarenga,1971-12-07,1853John Howard Rd,(595) 695-6795
54000854,Quackenbush,Roebuck,1971-11-10,1854Joseph Lyons Rdge,(246) 446-1046
54000855,Hancock,Severino,1971-02-17,1855Paul Keating Sq,(273) 173-7073
54000856,Greathouse,Perdomo,1971-07-10,1856Queen Elizabeth II St,(482) 782-5482
54000857,Steen,Guthrie,1971-02-20,1857Robert Menzies Tce,(212) 512-4012
54000858,Lipp,Fortuna,1971-09-16,1858Stanley Bruce Ally,(772) 172-3972
54000859,Stutzman,Kilpatrick,1971-02-05,1859Victoria Arc,(585) 385-9785
54000860,Whetstone,Haider,1971-02-12,1860William IV Ave,(236) 336-9436
54000861,Stuckey,Hazelton,1971-12-15,1861Alfred Deakin Bvd,(403) 703-7803
54000862,Lyon,Wargo,1971-08-07,1862Andrew Fisher Bypa,(555) 555-4955
54000863,Mathews,Plowman,1971-12-15,1863Ben Chifley Cct,(667) 367-9267
54000864,Collier,Donato,1971-09-24,1864Ben Chifley Cds,(676) 376-3876
54000865,Britton,Kwiatkowski,1971-07-18,1865Billy Hughes Cl,(446) 146-1846
54000866,Layton,Akin,1971-10-25,1866Bob Hawke Cres,(305) 405-8905
54000867,Callender,Linares,1971-02-04,1867Chris Watson Crn,(272) 272-6472
54000868,Ice,Hay,1971-04-15,1868Edmund Barton Dr,(563) 563-5563
54000869,Fay,Koepke,1971-10-05,1869Edward VII Esp,(221) 721-8221
54000870,Escobar,Lawler,1971-02-21,1870George III Gr,(285) 485-3485
54000871,Kinsey,Ordaz,1971-02-01,1871George VI Grn,(296) 296-4696
54000872,Spaeth,Huskey,1971-02-08,1872Gough Whitlam Hwy,(296) 696-7096
54000873,Luce,Dehart,1971-12-15,1873John Curtin Jnc,(775) 675-3975
54000874,Whiteman,Horan,1971-02-01,1874John Howard Lane,(537) 437-7337
54000875,Montano,Shoemaker,1971-11-02,1875Joseph Lyons Link,(246) 746-9446
54000876,Florez,Borst,1971-03-14,1876Paul Keating Mews,(298) 198-4698
54000877,Child,Phares,1971-06-21,1877Queen Elizabeth II Pde,(781) 681-1581
54000878,Rafferty,Buller,1971-06-25,1878Robert Menzies Pl,(637) 237-2037
54000879,Yee,Coffey,1971-09-04,1879Stanley Bruce Rd,(232) 132-5232
54000880,Pyles,Mickle,1971-03-18,1880Victoria Rdge,(754) 454-8754
54000881,Wiles,Specht,1971-05-01,1881William IV Sq,(648) 548-6248
54000882,Olivarez,Urbano,1971-09-20,1882Alfred Deakin St,(340) 540-2340
54000883,Hicks,Pleasant,1971-02-09,1883Andrew Fisher Tce,(261) 361-5261
54000884,Rosario,Conway,1971-08-23,1884Ben Chifley Ally,(699) 599-5699
54000885,Willie,Vann,1971-07-02,1885Ben Chifley Arc,(398) 298-4798
54000886,Blumenthal,Boatright,1971-10-01,1886Billy Hughes Ave,(749) 549-8749
54000887,Denson,Schulte,1971-12-15,1887Bob Hawke Bvd,(583) 283-8583
54000888,Solomon,Reece,1971-06-05,1888Chris Watson Bypa,(481) 581-7281
54000889,Bugg,Butler,1971-08-07,1889Edmund Barton Cct,(423) 723-4223
54000890,Newkirk,Schiller,1971-09-12,1890Edward VII Cds,(712) 112-8112
54000891,Click,Danley,1971-10-25,1891George III Cl,(377) 377-9577
54000892,Gee,Custer,1971-12-03,1892George VI Cres,(691) 691-2691
54000893,Leonardo,Man,1971-07-10,1893Gough Whitlam Crn,(518) 418-2518
54000894,Woody,Forde,1971-08-23,1894John Curtin Dr,(723) 123-5723
54000895,Ryder,Bibb,1971-03-02,1895John Howard Esp,(682) 382-3282
54000896,Slusser,Mullin,1971-12-19,1896Joseph Lyons Gr,(463) 763-6663
54000897,Brammer,Benoit,1971-12-27,1897Paul Keating Grn,(763) 463-3963
54000898,Amato,Blaisdell,1971-10-05,1898Queen Elizabeth II Hwy,(329) 329-9529
54000899,Erickson,Reel,1971-03-06,1899Robert Menzies Jnc,(766) 666-8766
54000900,Weese,Cribb,1971-10-05,1900Stanley Bruce Lane,(689) 189-9889
54000901,Ullman,Hartley,1971-02-25,1901Victoria Link,(429) 629-9629
54000902,Whited,Detweiler,1971-03-18,1902William IV Mews,(262) 762-2862
54000903,Suh,Delosreyes,1971-10-25,1903Alfred Deakin Pde,(653) 153-3853
54000904,Cortes,Logan,1971-04-11,1904Andrew Fisher Pl,(527) 727-6727
54000905,Heim,Abarca,1971-05-08,1905Ben Chifley Rd,(372) 472-2972
54000906,Han,Carr,1971-06-05,1906Ben Chifley Rdge,(313) 413-7113
54000907,Corpus,Slade,1971-10-01,1907Billy Hughes Sq,(437) 437-5437
54000908,Kaplan,Fry,1971-05-16,1908Bob Hawke St,(516) 116-4316
54000909,Stegall,Jeffcoat,1971-10-17,1909Chris Watson Tce,(581) 481-3781
54000910,Schlegel,Nowicki,1971-06-05,1910Edmund Barton Ally,(253) 553-7653
54000911,Sykes,Sallee,1971-04-23,1911Edward VII Arc,(659) 459-8059
54000912,Donofrio,Given,1971-08-07,1912George III Ave,(231) 331-4631
54000913,Traxler,Thrift,1971-04-15,1913George VI Bvd,(359) 759-4759
54000914,Demarco,Cantu,1971-03-22,1914Gough Whitlam Bypa,(622) 122-8622
54000915,Hernandes,Kellett,1971-08-07,1915John Curtin Cct,(591) 191-3191
54000916,Thomas,Roll,1971-12-03,1916John Howard Cds,(679) 579-8679
54000917,Carvalho,Clifton,1971-04-15,1917Joseph Lyons Cl,(371) 171-1771
54000918,Kegley,Shen,1971-02-05,1918Paul Keating Cres,(477) 777-7877
54000919,Chumley,Saltzman,1971-02-25,1919Queen Elizabeth II Crn,(333) 433-4733
54000920,Holcomb,Schindler,1971-02-25,1920Robert Menzies Dr,(597) 797-9197
54000921,Clinton,Krebs,1971-09-12,1921Stanley Bruce Esp,(688) 588-5688
54000922,Jordan,Schulze,1971-02-12,1922Victoria Gr,(416) 616-5416
54000923,Bloodworth,Leslie,1971-05-16,1923William IV Grn,(672) 172-6872
54000924,Elam,Brock,1971-07-10,1924Alfred Deakin Hwy,(206) 306-7006
54000925,Rogers,Nasser,1971-09-08,1925Andrew Fisher Jnc,(532) 332-3132
54000926,Marx,Harding,1971-10-13,1926Ben Chifley Lane,(785) 785-8785
54000927,Ottinger,Stultz,1971-06-17,1927Ben Chifley Link,(361) 761-1761
54000928,Rossman,Hubbs,1971-05-08,1928Billy Hughes Mews,(396) 696-4196
54000929,Gillett,Royal,1971-03-14,1929Bob Hawke Pde,(526) 226-8526
54000930,Thames,Weigel,1971-10-21,1930Chris Watson Pl,(449) 149-2449
54000931,Fancher,Krantz,1971-06-09,1931Edmund Barton Rd,(565) 165-3765
54000932,Barrett,Mui,1971-02-20,1932Edward VII Rdge,(368) 568-8968
54000933,Ridenour,Philpott,1971-02-04,1933George III Sq,(728) 328-5728
54000934,Canada,Jacobi,1971-10-09,1934George VI St,(233) 333-5833
54000935,Reeser,Niehaus,1971-05-01,1935Gough Whitlam Tce,(372) 772-4172
54000936,Keys,Dagostino,1971-07-26,1936John Curtin Ally,(422) 322-9022
54000937,Abrahamson,Feller,1971-08-07,1937John Howard Arc,(603) 303-6803
54000938,Layman,Charette,1971-02-21,1938Joseph Lyons Ave,(501) 401-2501
54000939,Bronson,Paquette,1971-03-14,1939Paul Keating Bvd,(502) 702-3702
54000940,Lemus,Temple,1971-02-16,1940Queen Elizabeth II Bypa,(284) 284-3484
54000941,Wasson,Candelaria,1971-11-02,1941Robert Menzies Cct,(426) 326-7226
54000942,Stubbs,Brady,1971-10-01,1942Stanley Bruce Cds,(629) 129-4429
54000943,Barnhill,Thrash,1971-09-12,1943Victoria Cl,(472) 672-8472
54000944,Santini,Goodall,1971-05-16,1944William IV Cres,(288) 788-8288
54000945,Searle,Quan,1971-10-25,1945Alfred Deakin Crn,(569) 769-7369
54000946,Koziol,Pelton,1971-07-06,1946Andrew Fisher Dr,(722) 722-3922
54000947,Lombardi,Rowley,1971-05-12,1947Ben Chifley Esp,(324) 224-1124
54000948,Tsai,Thiessen,1971-11-22,1948Ben Chifley Gr,(270) 570-8270
54000949,Mcclary,Sell,1971-03-14,1949Billy Hughes Grn,(574) 674-2574
54000950,Poindexter,Meacham,1971-02-21,1950Bob Hawke Hwy,(537) 737-3737
54000951,Biddle,Lerch,1971-12-03,1951Chris Watson Jnc,(415) 215-1815
54000952,Oxley,Carson,1971-04-03,1952Edmund Barton Lane,(683) 383-6283
54000953,Prevost,Chew,1971-10-01,1953Edward VII Link,(461) 661-2461
54000954,Deleon,Scheffler,1971-03-10,1954George III Mews,(358) 558-7758
54000955,Nam,Blackford,1971-04-03,1955George VI Pde,(251) 551-5851
54000956,Su,Mounts,1971-10-01,1956Gough Whitlam Pl,(473) 773-4873
54000957,Najera,Lacey,1971-06-21,1957John Curtin Rd,(625) 625-5025
54000958,Celaya,Stillwell,1971-02-09,1958John Howard Rdge,(609) 109-5609
54000959,Dudek,Pardo,1971-06-01,1959Joseph Lyons Sq,(733) 633-5733
54000960,Layman,Penaloza,1971-08-15,1960Paul Keating St,(663) 563-6863
54000961,Haile,Solis,1971-11-26,1961Queen Elizabeth II Tce,(798) 798-2798
54000962,Frias,Stallard,1971-11-26,1962Robert Menzies Ally,(654) 154-4454
54000963,Stgeorge,Laurie,1971-10-13,1963Stanley Bruce Arc,(617) 617-2617
54000964,Cheatham,Kamp,1971-12-11,1964Victoria Ave,(787) 587-9987
54000965,Haskin,Shanks,1971-09-12,1965William IV Bvd,(412) 112-6612
54000966,Kester,Briggs,1971-08-19,1966Alfred Deakin Bypa,(675) 175-6275
54000967,Henning,Vining,1971-06-17,1967Andrew Fisher Cct,(553) 453-6153
54000968,Mcatee,Merritt,1971-12-27,1968Ben Chifley Cds,(247) 547-9447
54000969,Amezcua,Seymore,1971-11-10,1969Ben Chifley Cl,(222) 222-1022
54000970,Weyer,Stewart,1971-08-27,1970Billy Hughes Cres,(795) 295-4595
54000971,Altman,Matlock,1971-02-08,1971Bob Hawke Crn,(284) 584-2884
54000972,Levitt,Lamontagne,1971-07-10,1972Chris Watson Dr,(254) 754-7054
54000973,Barnum,Addis,1971-10-21,1973Edmund Barton Esp,(281) 681-5881
54000974,Valle,More,1971-10-05,1974Edward VII Gr,(497) 497-7297
54000975,Pennington,Ewell,1971-04-19,1975George III Grn,(299) 399-8899
54000976,Bragg,Seltzer,1971-06-17,1976George VI Hwy,(769) 369-9969
54000977,Ceballos,Dowell,1971-09-04,1977Gough Whitlam Jnc,(496) 496-2496
54000978,Leggett,Holly,1971-09-20,1978John Curtin Lane,(484) 484-8484
54000979,Causey,Covarrubias,1971-02-20,1979John Howard Link,(680) 680-9880
54000980,Goncalves,Laub,1971-12-15,1980Joseph Lyons Mews,(595) 395-3795
54000981,Houston,Worley,1971-02-01,1981Paul Keating Pde,(284) 184-2284
54000982,Omar,Gumm,1971-07-14,1982Queen Elizabeth II Pl,(590) 590-6790
54000983,Livermore,Waterman,1971-04-11,1983Robert Menzies Rd,(695) 195-3295
54000984,Beene,Sunday,1971-02-01,1984Stanley Bruce Rdge,(741) 241-4541
54000985,Sherrill,Cagle,1971-09-20,1985Victoria Sq,(448) 148-7848
54000986,Sanborn,Emory,1971-02-20,1986William IV St,(728) 428-5128
54000987,Saddler,Markel,1971-11-06,1987Alfred Deakin Tce,(558) 358-9758
54000988,Baumgartner,Woodford,1971-03-18,1988Andrew Fisher Ally,(406) 706-4806
54000989,Simons,Dinsmore,1971-11-02,1989Ben Chifley Arc,(786) 186-5186
54000990,Kahle,Beaulieu,1971-11-22,1990Ben Chifley Ave,(486) 486-5486
54000991,Swiger,Watters,1971-10-05,1991Billy Hughes Bvd,(329) 329-7729
54000992,Desantis,Huckaby,1971-04-27,1992Bob Hawke Bypa,(779) 379-3979
54000993,Lyons,Unruh,1971-03-14,1993Chris Watson Cct,(382) 282-4782
54000994,Bills,Ramires,1971-11-18,1994Edmund Barton Cds,(354) 454-3554
54000995,Mota,Leonard,1971-07-18,1995Edward VII Cl,(470) 370-2470
54000996,Wilkey,Morrill,1971-04-23,1996George III Cres,(455) 655-9655
54000997,Brinkley,Scholl,1971-10-17,1997George VI Crn,(413) 313-4813
54000998,Pasillas,Rucker,1971-05-08,1998Gough Whitlam Dr,(792) 192-9392
54000999,Zuber,Marble,1971-08-23,1999John Curtin Esp,(471) 571-7871
54001000,Blaha,Wells,1971-08-23,2000John Howard Gr,(447) 347-7847
54001001,Bergeron,Conover,1971-03-22,2001Joseph Lyons Grn,(610) 710-5610
54001002,Bogle,Burton,1971-10-25,2002Paul Keating Hwy,(245) 545-7645
54001003,Rothstein,Barba,1971-06-05,2003Queen Elizabeth II Jnc,(469) 469-4269
54001004,Ramirez,Bustos,1971-10-17,2004Robert Menzies Lane,(509) 509-4909
54001005,Bayless,Forsberg,1971-10-17,2005Stanley Bruce Link,(461) 761-5461
54001006,Nevins,Lazo,1971-06-05,2006Victoria Mews,(637) 637-8037
54001007,Beckford,Dills,1971-07-10,2007William IV Pde,(530) 530-1330
54001008,Chapple,Orton,1971-07-18,2008Alfred Deakin Pl,(254) 454-7654
54001009,Resendez,Boney,1971-06-17,2009Andrew Fisher Rd,(625) 425-6225
54001010,Wolford,Mendiola,1971-09-24,2010Ben Chifley Rdge,(472) 572-7272
54001011,Do,Keene,1971-04-27,2011Ben Chifley Sq,(431) 631-6631
54001012,Brookins,Stewart,1971-07-06,2012Billy Hughes St,(242) 442-1042
54001013,Novoa,Jefferson,1971-02-16,2013Bob Hawke Tce,(536) 536-4936
54001014,Murdock,Ericson,1971-09-04,2014Chris Watson Ally,(304) 104-1104
54001015,Ober,Alfonso,1971-05-24,2015Edmund Barton Arc,(684) 684-2684
54001016,Bullis,Henry,1971-02-16,2016Edward VII Ave,(608) 508-4408
54001017,Danielson,Nakamura,1971-11-06,2017George III Bvd,(558) 358-1958
54001018,Amaral,Boyles,1971-02-21,2018George VI Bypa,(609) 709-3809
54001019,Wortham,Churchill,1971-03-10,2019Gough Whitlam Cct,(502) 502-1902
54001020,Casanova,Popp,1971-08-03,2020John Curtin Cds,(747) 747-4547
54001021,Dilorenzo,Brehm,1971-07-06,2021John Howard Cl,(530) 330-5530
54001022,Zak,Kranz,1971-06-05,2022Joseph Lyons Cres,(709) 609-1509
54001023,Karl,Diep,1971-03-14,2023Paul Keating Crn,(490) 590-3090
54001024,Hack,Merritt,1971-10-21,2024Queen Elizabeth II Dr,(725) 625-2125
54001025,Irons,Brice,1971-06-09,2025Robert Menzies Esp,(385) 585-7185
54001026,Jacks,Thibodeaux,1971-08-11,2026Stanley Bruce Gr,(363) 363-2363
54001027,Mcfall,Zelaya,1971-09-24,2027Victoria Grn,(736) 236-8736
54001028,Myhre,Didonato,1971-08-03,2028William IV Hwy,(375) 775-1775
54001029,Sainz,Sanford,1971-10-09,2029Alfred Deakin Jnc,(293) 193-8293
54001030,Drake,Villanueva,1971-08-19,2030Andrew Fisher Lane,(387) 287-1787
54001031,Gallant,Bushey,1971-11-18,2031Ben Chifley Link,(426) 426-1226
54001032,Pulver,Rousseau,1971-07-18,2032Ben Chifley Mews,(314) 314-4714
54001033,Munguia,Crespo,1971-04-11,2033Billy Hughes Pde,(299) 699-5899
54001034,Teller,Barnes,1971-02-09,2034Bob Hawke Pl,(369) 669-2369
54001035,Webster,Crossland,1971-09-24,2035Chris Watson Rd,(292) 292-9492
54001036,Durrett,Balderas,1971-10-17,2036Edmund Barton Rdge,(605) 705-8005
54001037,Kieffer,Gill,1971-11-18,2037Edward VII Sq,(546) 146-2546
54001038,Rex,Fay,1971-05-20,2038George III St,(732) 232-6332
54001039,Barringer,Hillard,1971-11-14,2039George VI Tce,(246) 646-2846
54001040,Mccown,Dupuy,1971-12-11,2040Gough Whitlam Ally,(427) 727-7827
54001041,Dickman,Malik,1971-08-11,2041John Curtin Arc,(711) 111-5711
54001042,Piatt,Gehrke,1971-07-18,2042John Howard Ave,(698) 398-8098
54001043,Braley,Stack,1971-10-05,2043Joseph Lyons Bvd,(485) 385-8485
54001044,Charlton,Brady,1971-02-20,2044Paul Keating Bypa,(656) 456-6856
54001045,Painter,Riffe,1971-03-26,2045Queen Elizabeth II Cct,(334) 434-2334
54001046,Perna,Mcgaha,1971-03-02,2046Robert Menzies Cds,(706) 606-7506
54001047,Clancy,Dreyer,1971-02-24,2047Stanley Bruce Cl,(680) 180-2080
54001048,Buckley,Simmonds,1971-09-20,2048Victoria Cres,(592) 792-4392
54001049,Mosier,Shirley,1971-08-11,2049William IV Crn,(555) 755-7355
54001050,Priebe,Tam,1971-06-13,2050Alfred Deakin Dr,(781) 281-9381
54001051,Palafox,Reinke,1971-10-13,2051Andrew Fisher Esp,(437) 337-1237
54001052,Palomo,Mizell,1971-05-01,2052Ben Chifley Gr,(300) 100-7700
54001053,Fuhrman,Sapp,1971-03-18,2053Ben Chifley Grn,(238) 538-1038
54001054,Spiegel,Folsom,1971-06-05,2054Billy Hughes Hwy,(793) 693-9393
54001055,Yanes,Mccutcheon,1971-08-27,2055Bob Hawke Jnc,(483) 183-2483
54001056,Matlock,Vella,1971-07-26,2056Chris Watson Lane,(290) 490-4090
54001057,Swinford,Coss,1971-02-24,2057Edmund Barton Link,(788) 488-6988
54001058,Rosenblum,Geraci,1971-02-01,2058Edward VII Mews,(524) 324-6124
54001059,Bilodeau,Cahill,1971-08-27,2059George III Pde,(387) 687-8987
54001060,Gresham,Davidson,1971-12-19,2060George VI Pl,(487) 287-8487
54001061,Leach,Lovelace,1971-11-06,2061Gough Whitlam Rd,(546) 246-2546
54001062,Rainwater,Mastin,1971-11-26,2062John Curtin Rdge,(594) 294-3794
54001063,Garrett,Knecht,1971-05-04,2063John Howard Sq,(216) 216-1016
54001064,Collette,Austin,1971-02-16,2064Joseph Lyons St,(308) 508-4108
54001065,Mathias,Olguin,1971-02-13,2065Paul Keating Tce,(693) 393-8693
54001066,Bukowski,Spriggs,1971-07-14,2066Queen Elizabeth II Ally,(650) 450-6850
54001067,Goebel,Hom,1971-06-01,2067Robert Menzies Arc,(229) 129-5229
54001068,Hartnett,Hambrick,1971-08-15,2068Stanley Bruce Ave,(411) 311-8411
54001069,Price,Post,1971-06-13,2069Victoria Bvd,(229) 729-7029
54001070,Jacks,Archer,1971-08-07,2070William IV Bypa,(483) 583-4883
54001071,Ruiz,Boyette,1971-10-01,2071Alfred Deakin Cct,(749) 549-6349
54001072,Moreno,Whittemore,1971-09-20,2072Andrew Fisher Cds,(292) 792-4692
54001073,Lockridge,Hitchcock,1971-09-16,2073Ben Chifley Cl,(424) 424-5424
54001074,Esquibel,Esqueda,1971-04-19,2074Ben Chifley Cres,(215) 315-7615
54001075,Torrence,Bundy,1971-03-14,2075Billy Hughes Crn,(790) 590-6390
54001076,Borton,Vos,1971-09-24,2076Bob Hawke Dr,(616) 516-7416
54001077,Case,Field,1971-07-26,2077Chris Watson Esp,(554) 154-1354
54001078,Danko,Mulvey,1971-06-09,2078Edmund Barton Gr,(337) 137-9537
54001079,Hockenberry,Lundin,1971-12-07,2079Edward VII Grn,(799) 499-3999
54001080,Spiegel,Whitten,1971-06-25,2080George III Hwy,(361) 461-8961
54001081,Given,Ferrer,1971-07-10,2081George VI Jnc,(218) 418-1618
54001082,Casto,Batts,1971-05-08,2082Gough Whitlam Lane,(552) 752-3752
54001083,Bedwell,Sills,1971-02-04,2083John Curtin Link,(608) 608-6208
54001084,Turcios,Ecker,1971-02-01,2084John Howard Mews,(668) 268-3268
